标识信息/账单明细ID,标识信息/订单号,身份信息/客户名称,身份信息/资源购买账号ID,身份信息/资源购买账号,身份信息/资源归属账号ID,身份信息/资源归属账号,账单信息/服务主体,账单信息/账单月份,账单信息/账单日期,账单信息/费用类型,账单信息/交易类型,账单信息/消费时间,账单信息/服务开始时间,账单信息/服务结束时间,产品信息/产品Code,产品信息/产品名称,产品信息/商品Code,产品信息/商品名称,产品信息/计费项Code,产品信息/计费项名称,资源信息/资源ID,资源信息/实例ID（出账粒度）,资源信息/资源名称,资源信息/地域Code,资源信息/地域,资源信息/可用区,时长信息/抵扣前时长,时长信息/抵扣时长,时长信息/时长,时长信息/时长单位,时长信息/时长详情,用量信息/抵扣前用量,用量信息/抵扣用量,用量信息/用量,用量信息/用量单位,用量信息/用量详情,定价信息/官网目录价,定价信息/价格单位,定价信息/目录价用量阶梯,定价信息/用量阶梯累计规则,定价信息/目录价转换信息,定价信息/目录价因子,定价信息/定价币种,费用信息/目录总价,费用信息/计费公式,费用信息/计费辅助信息,费用信息/计费过程,费用信息/计费规则说明,订阅抵扣信息/订阅抵扣目录总价,订阅抵扣信息/订阅抵扣后金额,订阅抵扣信息/订阅抵扣金额,订阅抵扣信息/订阅抵扣详情,优惠信息/优惠金额,优惠信息/优惠后金额,优惠信息/优惠详情,优惠券抵扣信息/优惠券抵扣金额,优惠券抵扣信息/优惠券抵扣详情,应付信息/应付金额（含税）
202604_0700v1_019_757b5cbe3de513eb151fd69c9d585167_01_00000004137248773706,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 12:07:00,2026-04-03 12:07:00,2026-04-03 12:08:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.465,0,0.465,千tokens,"{""用量"":""0.465"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""465"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""465"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.00093,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.00093,,0,,0.00093
202604_0700v1_019_a1df8c06adb14ad62d50539d1b3c254a_01_00000004137248891727,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 12:07:00,2026-04-03 12:07:00,2026-04-03 12:08:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,43.076,0,43.076,千tokens,"{""用量"":""43.076"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""43076"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""43076"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0344608,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0344608,,0,,0.0344608
202604_0700v1_019_ed64d2d89f53a3f9446b9d8a1834db4f_01_00000004137251485011,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 12:07:00,2026-04-03 12:07:00,2026-04-03 12:08:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.054,0,0.054,千tokens,"{""用量"":""0.054"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""54"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""54"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000378,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000378,,0,,0.0000378
202604_0700v1_019_bdf7662f3aef68904dce6b7278219d5a_01_00000004137510558656,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:17:00,2026-04-03 14:17:00,2026-04-03 14:18:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.026,0,0.026,千tokens,"{""用量"":""0.026"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""26"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""26"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000182,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000182,,0,,0.0000182
202604_0700v1_019_615545da2b175fb9faa0664c127fa950_01_00000004137512076758,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:18:00,2026-04-03 14:18:00,2026-04-03 14:19:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,8.797,0,8.797,千tokens,"{""用量"":""8.797"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""8797"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""8797"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0070376,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0070376,,0,,0.0070376
202604_0700v1_019_670381d0e633e73d58f1811f96d5348f_01_00000004137512175359,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:18:00,2026-04-03 14:18:00,2026-04-03 14:19:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.489,0,0.489,千tokens,"{""用量"":""0.489"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""489"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""489"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000978,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000978,,0,,0.000978
202604_0700v1_019_c87fb74c005e8d732073446da213f92d_01_00000004137512087447,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:18:00,2026-04-03 14:18:00,2026-04-03 14:19:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.038,0,0.038,千tokens,"{""用量"":""0.038"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""38"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""38"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000266,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000266,,0,,0.0000266
202604_0700v1_019_0ab7a70d7a433e9d0a8f09c809cb33e5_01_00000004137513306401,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,42.816,0,42.816,千tokens,"{""用量"":""42.816"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""42816"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""42816"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0342528,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0342528,,0,,0.0342528
202604_0700v1_019_0fd0a26d43c620ade9df3d8d32841be5_01_00000004137512220835,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.094,0,0.094,千tokens,"{""用量"":""0.094"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""94"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""94"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000188,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000188,,0,,0.000188
202604_0700v1_019_40536ca9174b5e33a8f474126d61c9d3_01_00000004137513382116,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.634,0,0.634,千tokens,"{""用量"":""0.634"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""634"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""634"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.001268,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.001268,,0,,0.001268
202604_0700v1_019_4b71fe5fa1c45e816472f099982457f0_01_00000004137513304348,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.182,0,0.182,千tokens,"{""用量"":""0.182"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""182"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""182"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0001456,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0001456,,0,,0.0001456
202604_0700v1_019_65d1c68e2e19edba3e52b917931ab394_01_00000004137512132759,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,4230687;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.031,0,0.031,千tokens,"{""用量"":""0.031"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""31"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""31"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000217,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000217,,0,,0.0000217
202604_0700v1_019_c8e611ee058308e1eebfe98d97db7baa_01_00000004137512279174,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:19:00,2026-04-03 14:19:00,2026-04-03 14:20:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.038,0,0.038,千tokens,"{""用量"":""0.038"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""38"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""38"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000266,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000266,,0,,0.0000266
202604_0700v1_019_47698fcceb0482babcd0ea58e7f2b990_01_00000004137593057757,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:59:00,2026-04-03 14:59:00,2026-04-03 15:00:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.101,0,0.101,千tokens,"{""用量"":""0.101"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""101"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""101"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000202,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000202,,0,,0.000202
202604_0700v1_019_c328d3a26a601109a7cd83efaafb868f_01_00000004137593386196,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:59:00,2026-04-03 14:59:00,2026-04-03 15:00:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,1708038;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.094,0,0.094,千tokens,"{""用量"":""0.094"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""94"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""94"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000658,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000658,,0,,0.0000658
202604_0700v1_019_ed8d3e743a35678ad650932f7fb4e5b1_01_00000004137593113955,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 14:59:00,2026-04-03 14:59:00,2026-04-03 15:00:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,4.659,0,4.659,千tokens,"{""用量"":""4.659"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""4659"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""4659"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0037272,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0037272,,0,,0.0037272
202604_0700v1_019_038aa7bbfc862535f34d8c1f932ce80b_01_00000004137593375699,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 15:00:00,2026-04-03 15:00:00,2026-04-03 15:01:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,embedding_token_number,文本向量用量,,4230687;llm-vii313z14y9bb92u;text-embedding-v1;embedding_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.044,0,0.044,千tokens,"{""用量"":""0.044"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""44"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""44"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0007,元/千tokens,,,,"{""向量模型规格"":""text-embedding-v1""}",CNY,0.0000308,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0000308,,0,,0.0000308
202604_0700v1_019_496ff54de42c46d1d3fc68ad7528149e_01_00000004137593827856,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 15:00:00,2026-04-03 15:00:00,2026-04-03 15:01:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.521,0,0.521,千tokens,"{""用量"":""0.521"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""521"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""521"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.001042,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.001042,,0,,0.001042
202604_0700v1_019_58fd3a2155529aa18c8ebc141e588a40_01_00000004137596958449,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 15:00:00,2026-04-03 15:00:00,2026-04-03 15:01:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,1708038;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,43.144,0,43.144,千tokens,"{""用量"":""43.144"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""43144"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""43144"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.0345152,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.0345152,,0,,0.0345152
202604_0700v1_019_cea72fc2aaf99613edcfc62e191fd1c1_01_00000004137593816836,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 15:00:00,2026-04-03 15:00:00,2026-04-03 15:01:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;output_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.108,0,0.108,千tokens,"{""用量"":""0.108"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""108"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""108"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.002,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""output_token""}",CNY,0.000216,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000216,,0,,0.000216
202604_0700v1_019_e05cfea91f572bfddc12c9861707fbe5_01_00000004137596817757,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260403,云资源按量费用,后付费,2026-04-03 15:00:00,2026-04-03 15:00:00,2026-04-03 15:01:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,4230687;llm-vii313z14y9bb92u;qwen-plus;input_token;;0,,cn-beijing,华北2（北京）,,,,,,,0.19,0,0.19,千tokens,"{""用量"":""0.19"",""用量计算公式"":""用量=用量（原始单位）/1000"",""用量原始单位"":""tokens"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""190"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""190"",""抵扣用量"":""0"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[]""}",0.0008,元/千tokens,,,,"{""文本生成模型规格"":""qwen-plus"",""Token类型"":""input_token""}",CNY,0.000152,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0.000152,,0,,0.000152
